timestamp,same_satellite,satellite
2024-04-09 12:00:00,True,1233
2024-04-09 12:00:15,True,849
2024-04-09 12:00:30,True,849
2024-04-09 12:00:45,True,849
2024-04-09 12:01:00,True,849
2024-04-09 12:01:15,True,849
2024-04-09 12:01:30,True,849
2024-04-09 12:01:45,True,849
2024-04-09 12:02:00,False,"(433, 849, 433)"
2024-04-09 12:02:15,True,433
2024-04-09 12:02:30,True,433
2024-04-09 12:02:45,False,"(1749, 1749, 433)"
2024-04-09 12:03:00,True,1749
2024-04-09 12:03:15,True,1749
2024-04-09 12:03:30,True,1749
2024-04-09 12:03:45,True,713
2024-04-09 12:04:00,True,713
2024-04-09 12:04:15,True,713
2024-04-09 12:04:30,True,713
2024-04-09 12:04:45,True,713
2024-04-09 12:05:00,True,713
2024-04-09 12:05:15,True,1763
2024-04-09 12:05:30,True,1763
2024-04-09 12:05:45,True,1173
2024-04-09 12:06:00,True,1173
2024-04-09 12:06:15,True,1173
2024-04-09 12:06:30,True,1173
2024-04-09 12:06:45,True,1173
2024-04-09 12:07:00,True,1173
2024-04-09 12:07:15,True,1173
2024-04-09 12:07:30,True,1609
2024-04-09 12:07:45,True,1609
2024-04-09 12:08:00,True,1609
2024-04-09 12:08:15,True,1609
2024-04-09 12:08:30,True,1609
2024-04-09 12:08:45,True,1609
2024-04-09 12:09:00,True,1609
2024-04-09 12:09:15,True,1609
2024-04-09 12:09:30,True,1609
2024-04-09 12:09:45,True,1609
2024-04-09 12:10:00,True,1767
2024-04-09 12:10:15,False,"(1081, 1767, 1081)"
2024-04-09 12:10:30,True,1081
2024-04-09 12:10:45,True,1081
2024-04-09 12:11:00,True,1081
2024-04-09 12:11:15,True,1081
2024-04-09 12:11:30,False,"(647, 1081, 1081)"
2024-04-09 12:11:45,True,647
2024-04-09 12:12:00,True,647
2024-04-09 12:12:15,True,647
2024-04-09 12:12:30,False,"(1919, 1919, 647)"
2024-04-09 12:12:45,False,"(1919, 845, 1919)"
2024-04-09 12:13:00,True,845
2024-04-09 12:13:15,True,845
2024-04-09 12:13:30,True,845
2024-04-09 12:13:45,True,845
2024-04-09 12:14:00,True,845
2024-04-09 12:14:15,False,"(1205, 1205, 845)"
2024-04-09 12:14:30,True,1205
2024-04-09 12:14:45,True,1205
2024-04-09 12:15:00,False,"(375, 1205, 1205)"
2024-04-09 12:15:15,True,375
2024-04-09 12:15:30,True,1367
2024-04-09 12:15:45,True,1367
2024-04-09 12:16:00,True,1367
2024-04-09 12:16:15,True,1367
2024-04-09 12:16:30,True,1367
2024-04-09 12:16:45,False,"(655, 1367, 1367)"
2024-04-09 12:17:00,True,655
2024-04-09 12:17:15,True,655
2024-04-09 12:17:30,True,655
2024-04-09 12:17:45,True,655
2024-04-09 12:18:00,False,"(635, 1543, 635)"
2024-04-09 12:18:15,True,635
2024-04-09 12:18:30,True,635
2024-04-09 12:18:45,True,635
2024-04-09 12:19:00,True,635
2024-04-09 12:19:15,True,635
2024-04-09 12:19:30,True,635
2024-04-09 12:19:45,True,635
2024-04-09 12:20:00,False,"(1443, 1443, 635)"
2024-04-09 12:20:15,True,1443
2024-04-09 12:20:30,True,1443
2024-04-09 12:20:45,True,1443
2024-04-09 12:21:00,True,1443
2024-04-09 12:21:15,True,1443
2024-04-09 12:21:30,True,1443
2024-04-09 12:21:45,True,1443
2024-04-09 12:22:00,True,1443
2024-04-09 12:22:15,True,1977
2024-04-09 12:22:30,True,1977
2024-04-09 12:22:45,True,1977
2024-04-09 12:23:00,True,1977
2024-04-09 12:23:15,True,1893
2024-04-09 12:23:30,True,1893
2024-04-09 12:23:45,True,1893
2024-04-09 12:24:00,True,1893
2024-04-09 12:24:15,True,1531
2024-04-09 12:24:30,True,1531
2024-04-09 12:24:45,True,1531
2024-04-09 12:25:00,True,1531
2024-04-09 12:25:15,True,1531
2024-04-09 12:25:30,True,1531
2024-04-09 12:25:45,True,1531
2024-04-09 12:26:00,True,1531
2024-04-09 12:26:15,True,1531
2024-04-09 12:26:30,False,"(603, 1531, 1531)"
2024-04-09 12:26:45,True,603
2024-04-09 12:27:00,False,"(1651, 603, 1651)"
2024-04-09 12:27:15,True,1651
2024-04-09 12:27:30,True,1651
2024-04-09 12:27:45,True,1651
2024-04-09 12:28:00,True,1651
2024-04-09 12:28:15,True,1651
2024-04-09 12:28:30,True,1651
2024-04-09 12:28:45,True,1307
2024-04-09 12:29:00,True,1307
2024-04-09 12:29:15,True,1307
2024-04-09 12:29:30,True,705
2024-04-09 12:29:45,True,705
2024-04-09 12:30:00,True,705
2024-04-09 12:30:15,True,705
2024-04-09 12:30:30,True,705
2024-04-09 12:30:45,True,1373
2024-04-09 12:31:00,True,1373
2024-04-09 12:31:15,False,"(983, 1373, 1373)"
2024-04-09 12:31:30,True,983
2024-04-09 12:31:45,True,983
2024-04-09 12:32:00,True,983
2024-04-09 12:32:15,True,983
2024-04-09 12:32:30,True,983
2024-04-09 12:32:45,True,983
2024-04-09 12:33:00,True,983
2024-04-09 12:33:15,True,1041
2024-04-09 12:33:30,True,1041
2024-04-09 12:33:45,True,1041
2024-04-09 12:34:00,False,"(659, 659, 1041)"
2024-04-09 12:34:15,True,659
2024-04-09 12:34:30,True,659
2024-04-09 12:34:45,True,659
2024-04-09 12:35:00,True,659
2024-04-09 12:35:15,True,659
2024-04-09 12:35:30,True,659
2024-04-09 12:35:45,True,659
2024-04-09 12:36:00,True,659
2024-04-09 12:36:15,False,"(1, 659, 659)"
2024-04-09 12:36:30,True,1
2024-04-09 12:36:45,True,1
2024-04-09 12:37:00,False,"(369, 1, 1)"
2024-04-09 12:37:15,True,369
2024-04-09 12:37:30,True,369
2024-04-09 12:37:45,True,369
2024-04-09 12:38:00,True,369
2024-04-09 12:38:15,True,369
2024-04-09 12:38:30,True,1677
2024-04-09 12:38:45,False,"(1363, 1677, 1363)"
2024-04-09 12:39:00,True,1363
2024-04-09 12:39:15,True,1363
2024-04-09 12:39:30,True,1363
2024-04-09 12:39:45,True,1363
2024-04-09 12:40:00,True,1455
2024-04-09 12:40:15,True,1455
2024-04-09 12:40:30,True,1455
2024-04-09 12:40:45,True,1455
2024-04-09 12:41:00,True,63
2024-04-09 12:41:15,True,63
2024-04-09 12:41:30,True,63
2024-04-09 12:41:45,True,63
2024-04-09 12:42:00,False,"(153, 63, 153)"
2024-04-09 12:42:15,True,869
2024-04-09 12:42:30,True,869
2024-04-09 12:42:45,True,869
2024-04-09 12:43:00,True,869
2024-04-09 12:43:15,True,543
2024-04-09 12:43:30,True,543
2024-04-09 12:43:45,True,543
2024-04-09 12:44:00,False,"(313, 543, 313)"
2024-04-09 12:44:15,True,313
2024-04-09 12:44:30,False,"(1685, 313, 313)"
2024-04-09 12:44:45,True,1685
2024-04-09 12:45:00,True,1685
2024-04-09 12:45:15,True,1685
2024-04-09 12:45:30,True,1685
2024-04-09 12:45:45,True,1685
2024-04-09 12:46:00,True,1685
2024-04-09 12:46:15,True,1685
2024-04-09 12:46:30,True,1685
2024-04-09 12:46:45,False,"(747, 1685, 747)"
2024-04-09 12:47:00,True,747
2024-04-09 12:47:15,True,747
2024-04-09 12:47:30,False,"(1021, 747, 747)"
2024-04-09 12:47:45,False,"(1021, 747, 747)"
2024-04-09 12:48:00,False,"(1021, 1021, 747)"
2024-04-09 12:48:15,False,"(1021, 1021, 747)"
2024-04-09 12:48:30,False,"(1021, 1021, 747)"
2024-04-09 12:48:45,False,"(1021, 1021, 747)"
2024-04-09 12:49:00,True,1529
2024-04-09 12:49:15,True,319
2024-04-09 12:49:30,True,319
2024-04-09 12:49:45,True,319
2024-04-09 12:50:00,True,319
2024-04-09 12:50:15,True,319
2024-04-09 12:50:30,True,335
2024-04-09 12:50:45,True,335
2024-04-09 12:51:00,True,335
2024-04-09 12:51:15,True,335
2024-04-09 12:51:30,True,335
2024-04-09 12:51:45,True,335
2024-04-09 12:52:00,True,335
2024-04-09 12:52:15,True,335
2024-04-09 12:52:30,True,1061
2024-04-09 12:52:45,True,1061
2024-04-09 12:53:00,True,1061
2024-04-09 12:53:15,True,1061
2024-04-09 12:53:30,True,1061
2024-04-09 12:53:45,True,1321
2024-04-09 12:54:00,True,1321
2024-04-09 12:54:15,True,1321
2024-04-09 12:54:30,True,1321
2024-04-09 12:54:45,True,1321
2024-04-09 12:55:00,True,1321
2024-04-09 12:55:15,True,1321
2024-04-09 12:55:30,True,1321
2024-04-09 12:55:45,False,"(593, 1321, 593)"
2024-04-09 12:56:00,True,593
2024-04-09 12:56:15,True,593
2024-04-09 12:56:30,True,593
2024-04-09 12:56:45,False,"(113, 113, 593)"
2024-04-09 12:57:00,True,113
2024-04-09 12:57:15,True,113
2024-04-09 12:57:30,True,113
2024-04-09 12:57:45,False,"(97, 113, 113)"
2024-04-09 12:58:00,True,97
2024-04-09 12:58:15,False,"(1591, 97, 1591)"
2024-04-09 12:58:30,False,"(1591, 97, 1591)"
2024-04-09 12:58:45,True,61
2024-04-09 12:59:00,True,61
2024-04-09 12:59:15,True,61
2024-04-09 12:59:30,True,61
2024-04-09 12:59:45,True,61
